,ID-Cliente,Nro Llamadas,ID-Llegada
1944,229,7,163
1946,229,7,391
1949,229,7,101
1953,229,7,443
1958,229,7,148
1964,229,7,148
1971,230,7,304
1972,230,7,3169
1974,230,7,263
1977,230,7,50
1981,230,7,207
1986,230,7,2877
1992,230,7,380
1999,231,6,209
2000,231,6,26
2002,231,6,210
2005,231,6,157
2009,231,6,93
2014,231,6,418
2020,232,6,337
2021,232,6,349
2023,232,6,318
2026,232,6,2998
2030,232,6,324
2035,232,6,193
2041,233,7,209
2042,233,7,2352
2044,233,7,118
2047,233,7,3275
2051,233,7,2891
2056,233,7,373
2062,233,7,146
2069,234,5,485
2070,234,5,253
2072,234,5,499
2075,234,5,291
2079,234,5,235
2084,235,7,349
2085,235,7,434
2087,235,7,2564
2090,235,7,289
2094,235,7,437
2099,235,7,3477
2105,235,7,312
2112,236,4,2868
2113,236,4,4
2115,236,4,403
2118,236,4,269
2122,237,6,80
2123,237,6,149
2125,237,6,2347
2128,237,6,231
2132,237,6,3042
2137,237,6,440
2143,238,5,144
2144,238,5,363
2146,238,5,2133
2149,238,5,353
2153,238,5,172
2158,239,5,3449
2159,239,5,99
2161,239,5,9
2164,239,5,273
2168,239,5,66
2173,240,6,241
2174,240,6,232
2176,240,6,367
2179,240,6,2162
2183,240,6,448
2188,240,6,93
2194,241,7,183
2195,241,7,3251
2197,241,7,175
2200,241,7,282
2204,241,7,263
2209,241,7,2764
2215,241,7,152
2222,242,6,382
2223,242,6,109
2225,242,6,136
2228,242,6,93
2232,242,6,380
2237,242,6,135
2243,243,5,122
2244,243,5,495
2246,243,5,334
2249,243,5,239
2253,243,5,2248
2258,244,4,274
2259,244,4,161
2261,244,4,329
2264,244,4,253
2268,245,5,443
2269,245,5,339
2271,245,5,2433
2274,245,5,116
2278,245,5,2745
2283,246,4,3225
2284,246,4,170
2286,246,4,355
2289,246,4,2550
2293,247,6,246
2294,247,6,83
2296,247,6,3071
2299,247,6,233
2303,247,6,123
2308,247,6,2463
2314,248,7,29
2315,248,7,196
2317,248,7,2911
2320,248,7,2693
2324,248,7,400
2329,248,7,308
2335,248,7,2371
2342,249,5,100
2343,249,5,281
2345,249,5,22
2348,249,5,3180
2352,249,5,483
2357,250,6,54
2358,250,6,40
2360,250,6,206
2363,250,6,266
2367,250,6,180
2372,250,6,185
2378,251,5,107
2379,251,5,144
2381,251,5,271
2384,251,5,457
2388,251,5,2852
2393,252,5,2904
2394,252,5,492
2396,252,5,149
2399,252,5,225
2403,252,5,3476
2408,253,5,472
2409,253,5,344
2411,253,5,103
2414,253,5,51
2418,253,5,281
2423,254,4,186
2424,254,4,161
2426,254,4,243
2429,254,4,3226
2433,255,6,455
2434,255,6,3078
2436,255,6,298
2439,255,6,2
2443,255,6,473
2448,255,6,393
2454,256,7,223
2455,256,7,78
2457,256,7,493
2460,256,7,67
2464,256,7,446
2469,256,7,21
2475,256,7,386
2482,257,7,395
2483,257,7,448
2485,257,7,3284
2488,257,7,210
2492,257,7,2975
2497,257,7,485
2503,257,7,3410
2510,258,7,380
2511,258,7,28
2513,258,7,248
2516,258,7,193
2520,258,7,476
2525,258,7,416
2531,258,7,192
2538,259,4,386
2539,259,4,202
2541,259,4,209
2544,259,4,41
2548,260,6,22
2549,260,6,207
2551,260,6,225
2554,260,6,35
2558,260,6,136
2563,260,6,270
2569,261,7,491
2570,261,7,35
2572,261,7,3483
2575,261,7,2844
2579,261,7,3072
2584,261,7,3292
2590,261,7,51
2597,262,6,116
2598,262,6,2963
2600,262,6,9
2603,262,6,249
2607,262,6,87
2612,262,6,275
2618,263,4,401
2619,263,4,191
2621,263,4,282
2624,263,4,62
2628,264,6,334
2629,264,6,395
2631,264,6,2758
2634,264,6,267
2638,264,6,2585
2643,264,6,2
2649,265,5,2910
2650,265,5,410
2652,265,5,41
2655,265,5,462
2659,265,5,446
2664,266,7,379
2665,266,7,356
2667,266,7,2826
2670,266,7,114
2674,266,7,254
2679,266,7,43
2685,266,7,224
2692,267,5,232
2693,267,5,10
2695,267,5,259
2698,267,5,322
2702,267,5,300
2707,268,4,2906
2708,268,4,341
2710,268,4,39
2713,268,4,137
2717,269,6,215
2718,269,6,2611
2720,269,6,3127
2723,269,6,136
2727,269,6,273
2732,269,6,88
2738,270,6,478
2739,270,6,33
2741,270,6,306
2744,270,6,107
2748,270,6,2557
2753,270,6,247
2759,271,4,2650
2760,271,4,165
2762,271,4,438
2765,271,4,206
2769,272,7,144
2770,272,7,2232
2772,272,7,2284
2775,272,7,310
2779,272,7,60
2784,272,7,194
2790,272,7,3
2797,273,7,303
2798,273,7,318
2800,273,7,45
2803,273,7,2151
2807,273,7,2235
2812,273,7,383
2818,273,7,94
2825,274,6,262
2826,274,6,308
2828,274,6,3201
2831,274,6,163
2835,274,6,331
2840,274,6,3452
2846,275,4,195
2847,275,4,166
2849,275,4,2705
2852,275,4,412
2856,276,4,414
2857,276,4,359
2859,276,4,196
2862,276,4,2479
2866,277,4,3386
2867,277,4,2726
2869,277,4,408
2872,277,4,3030
2876,278,4,43
2877,278,4,104
2879,278,4,35
2882,278,4,264
2886,279,4,91
2887,279,4,237
2889,279,4,492
2892,279,4,96
2896,280,5,26
2897,280,5,74
2899,280,5,64
2902,280,5,3266
2906,280,5,153
2911,281,5,2493
2912,281,5,302
2914,281,5,384
2917,281,5,311
2921,281,5,326
2926,282,4,311
2927,282,4,28
2929,282,4,143
2932,282,4,309
2936,283,5,393
2937,283,5,50
2939,283,5,330
2942,283,5,2472
2946,283,5,411
2951,284,7,38
2952,284,7,450
2954,284,7,120
2957,284,7,124
2961,284,7,3368
2966,284,7,179
2972,284,7,3318
2979,285,6,186
2980,285,6,394
2982,285,6,444
2985,285,6,147
2989,285,6,433
2994,285,6,73
3000,286,5,196
3001,286,5,2626
3003,286,5,206
3006,286,5,3134
3010,286,5,2215
3015,287,6,465
3016,287,6,362
3018,287,6,2606
3021,287,6,2200
3025,287,6,451
3030,287,6,352
3036,288,6,2110
3037,288,6,390
3039,288,6,202
3042,288,6,3161
3046,288,6,260
3051,288,6,212
3057,289,4,2174
3058,289,4,357
3060,289,4,3323
3063,289,4,68
3067,290,5,449
3068,290,5,350
3070,290,5,412
3073,290,5,274
3077,290,5,2190
3082,291,7,3162
3083,291,7,122
3085,291,7,29
3088,291,7,63
3092,291,7,132
3097,291,7,381
3103,291,7,449
3110,292,7,30
3111,292,7,139
3113,292,7,249
3116,292,7,261
3120,292,7,491
3125,292,7,351
3131,292,7,391
3138,293,7,465
3139,293,7,74
3141,293,7,374
3144,293,7,2166
3148,293,7,305
3153,293,7,210
3159,293,7,425
3166,294,7,120
3167,294,7,281
3169,294,7,408
3172,294,7,3009
3176,294,7,268
3181,294,7,469
3187,294,7,212
3194,295,7,248
3195,295,7,2152
3197,295,7,371
3200,295,7,2006
3204,295,7,2264
3209,295,7,350
3215,295,7,311
3222,296,5,333
3223,296,5,310
3225,296,5,173
3228,296,5,3366
3232,296,5,466
3237,297,7,262
3238,297,7,318
3240,297,7,322
3243,297,7,333
3247,297,7,288
3252,297,7,126
3258,297,7,2974
3265,298,7,452
3266,298,7,467
3268,298,7,458
3271,298,7,184
3275,298,7,295
3280,298,7,3173
3286,298,7,186
3293,299,6,149
3294,299,6,75
3296,299,6,223
3299,299,6,234
3303,299,6,419
3308,299,6,445
3314,300,6,161
3315,300,6,463
3317,300,6,196
3320,300,6,337
3324,300,6,3025
3329,300,6,1
3335,301,5,2992
3336,301,5,363
3338,301,5,224
3341,301,5,469
3345,301,5,3114
3350,302,7,494
3351,302,7,197
3353,302,7,234
3356,302,7,13
3360,302,7,3351
3365,302,7,441
3371,302,7,257
3378,303,6,471
3379,303,6,318
3381,303,6,43
3384,303,6,323
3388,303,6,481
3393,303,6,214
3399,304,5,245
3400,304,5,30
3402,304,5,129
3405,304,5,2852
3409,304,5,3377
3414,305,7,3202
3415,305,7,105
3417,305,7,265
3420,305,7,80
3424,305,7,273
3429,305,7,364
3435,305,7,2134
3442,306,4,228
3443,306,4,2641
3445,306,4,248
3448,306,4,112
3452,307,6,2861
3453,307,6,250
3455,307,6,351
3458,307,6,498
3462,307,6,43
3467,307,6,377
3473,308,5,3325
3474,308,5,367
3476,308,5,172
3479,308,5,22
3483,308,5,3283
3488,309,4,3209
3489,309,4,3255
3491,309,4,350
3494,309,4,36
3498,310,4,232
3499,310,4,439
3501,310,4,482
3504,310,4,417
3508,311,6,121
3509,311,6,390
3511,311,6,162
3514,311,6,2987
3518,311,6,409
3523,311,6,400
3529,312,7,2267
3530,312,7,191
3532,312,7,315
3535,312,7,470
3539,312,7,91
3544,312,7,108
3550,312,7,188
3557,313,5,281
3558,313,5,384
3560,313,5,59
3563,313,5,198
3567,313,5,121
3572,314,4,290
3573,314,4,252
3575,314,4,2530
3578,314,4,379
3582,315,7,342
3583,315,7,2105
3585,315,7,122
3588,315,7,82
3592,315,7,339
3597,315,7,2737
3603,315,7,3454
3610,316,4,3279
3611,316,4,13
3613,316,4,395
3616,316,4,261
3620,317,5,2058
3621,317,5,86
3623,317,5,249
3626,317,5,55
3630,317,5,117
3635,318,7,293
3636,318,7,3283
3638,318,7,2286
3641,318,7,230
3645,318,7,410
3650,318,7,2816
3656,318,7,440
3663,319,5,484
3664,319,5,2619
3666,319,5,106
3669,319,5,2931
3673,319,5,3418
3678,320,5,381
3679,320,5,174
3681,320,5,2612
3684,320,5,478
3688,320,5,2500
3693,321,4,472
3694,321,4,3130
3696,321,4,2432
3699,321,4,3267
3703,322,5,131
3704,322,5,2824
3706,322,5,2228
3709,322,5,103
3713,322,5,2989
3718,323,4,106
3719,323,4,335
3721,323,4,436
3724,323,4,58
3728,324,4,102
3729,324,4,312
3731,324,4,3409
3734,324,4,3200
3738,325,5,297
3739,325,5,195
3741,325,5,268
3744,325,5,435
3748,325,5,388
3753,326,4,250
3754,326,4,351
3756,326,4,219
3759,326,4,448
3763,327,5,3144
3764,327,5,203
3766,327,5,329
3769,327,5,444
3773,327,5,238
3778,328,6,469
3779,328,6,88
3781,328,6,186
3784,328,6,3361
3788,328,6,290
3793,328,6,357
3799,329,7,3333
3800,329,7,220
3802,329,7,237
3805,329,7,2568
3809,329,7,2552
3814,329,7,155
3820,329,7,305
3827,330,4,314
3828,330,4,430
3830,330,4,2603
3833,330,4,2916
3837,331,7,209
3838,331,7,2747
3840,331,7,217
3843,331,7,2832
3847,331,7,94
3852,331,7,208
3858,331,7,215
3865,332,5,141
3866,332,5,54
3868,332,5,115
3871,332,5,294
3875,332,5,221
3880,333,6,390
3881,333,6,2864
3883,333,6,447
3886,333,6,30
3890,333,6,418
3895,333,6,2255
3901,334,5,101
3902,334,5,3376
3904,334,5,422
3907,334,5,447
3911,334,5,447
3916,335,4,347
3917,335,4,48
3919,335,4,72
3922,335,4,152
3926,336,6,371
3927,336,6,138
3929,336,6,3251
3932,336,6,261
3936,336,6,28
3941,336,6,148
3947,337,6,392
3948,337,6,109
3950,337,6,2919
3953,337,6,81
3957,337,6,245
3962,337,6,343
3968,338,6,3408
3969,338,6,270
3971,338,6,49
3974,338,6,333
3978,338,6,187
3983,338,6,74
3989,339,4,318
3990,339,4,2765
3992,339,4,256
3995,339,4,491
3999,340,7,88
4000,340,7,10
4002,340,7,485
4005,340,7,128
4009,340,7,2493
4014,340,7,2330
4020,340,7,468
4027,341,7,418
4028,341,7,271
4030,341,7,20
4033,341,7,438
4037,341,7,493
4042,341,7,225
4048,341,7,385
4055,342,4,2010
4056,342,4,210
4058,342,4,2770
4061,342,4,442
4065,343,7,2886
4066,343,7,351
4068,343,7,2776
4071,343,7,28
4075,343,7,119
4080,343,7,361
4086,343,7,437
4093,344,7,355
4094,344,7,275
4096,344,7,228
4099,344,7,48
4103,344,7,2169
4108,344,7,186
4114,344,7,58
4121,345,6,353
4122,345,6,2384
4124,345,6,238
4127,345,6,3374
4131,345,6,399
4136,345,6,251
4142,346,5,2075
4143,346,5,369
4145,346,5,182
4148,346,5,319
4152,346,5,180
4157,347,6,135
4158,347,6,154
4160,347,6,152
4163,347,6,94
4167,347,6,490
4172,347,6,466
4178,348,6,2615
4179,348,6,449
4181,348,6,100
4184,348,6,42
4188,348,6,2522
4193,348,6,340
4199,349,4,141
4200,349,4,2580
4202,349,4,3226
4205,349,4,342
4209,350,7,179
4210,350,7,495
4212,350,7,138
4215,350,7,135
4219,350,7,343
4224,350,7,354
4230,350,7,439
4237,351,7,129
4238,351,7,59
4240,351,7,189
4243,351,7,143
4247,351,7,3201
4252,351,7,3344
4258,351,7,360
4265,352,5,62
4266,352,5,259
4268,352,5,389
4271,352,5,461
4275,352,5,215
4280,353,6,2808
4281,353,6,439
4283,353,6,498
4286,353,6,379
4290,353,6,377
4295,353,6,297
4301,354,7,452
4302,354,7,27
4304,354,7,265
4307,354,7,413
4311,354,7,2184
4316,354,7,2569
4322,354,7,170
4329,355,7,180
4330,355,7,452
4332,355,7,163
4335,355,7,499
4339,355,7,312
4344,355,7,3349
4350,355,7,57
4357,356,6,99
4358,356,6,2421
4360,356,6,348
4363,356,6,396
4367,356,6,197
4372,356,6,2516
4378,357,5,93
4379,357,5,434
4381,357,5,309
4384,357,5,229
4388,357,5,496
4393,358,4,2817
4394,358,4,282
4396,358,4,153
4399,358,4,448
4403,359,7,120
4404,359,7,382
4406,359,7,2271
4409,359,7,480
4413,359,7,333
4418,359,7,356
4424,359,7,2967
4431,360,4,118
4432,360,4,404
4434,360,4,42
4437,360,4,342
4441,361,4,224
4442,361,4,492
4444,361,4,41
4447,361,4,433
4451,362,6,48
4452,362,6,3474
4454,362,6,415
4457,362,6,215
4461,362,6,220
4466,362,6,18
4472,363,4,2110
4473,363,4,2508
4475,363,4,353
4478,363,4,3376
4482,364,6,54
4483,364,6,292
4485,364,6,2370
4488,364,6,415
4492,364,6,425
4497,364,6,93
4503,365,7,309
4504,365,7,430
4506,365,7,58
4509,365,7,371
4513,365,7,2730
4518,365,7,443
4524,365,7,9
4531,366,5,92
4532,366,5,148
4534,366,5,177
4537,366,5,105
4541,366,5,357
4546,367,7,477
4547,367,7,162
4549,367,7,372
4552,367,7,2141
4556,367,7,48
4561,367,7,429
4567,367,7,79
4574,368,7,304
4575,368,7,281
4577,368,7,447
4580,368,7,461
4584,368,7,2097
4589,368,7,2208
4595,368,7,228
4602,369,5,282
4603,369,5,247
4605,369,5,235
4608,369,5,123
4612,369,5,191
4617,370,6,419
4618,370,6,67
4620,370,6,159
4623,370,6,270
4627,370,6,150
4632,370,6,10
4638,371,7,303
4639,371,7,258
4641,371,7,3002
4644,371,7,16
4648,371,7,41
4653,371,7,357
4659,371,7,172
4666,372,6,3211
4667,372,6,2960
4669,372,6,173
4672,372,6,182
4676,372,6,180
4681,372,6,57
4687,373,6,344
4688,373,6,415
4690,373,6,377
4693,373,6,24
4697,373,6,143
4702,373,6,439
4708,374,4,132
4709,374,4,86
4711,374,4,26
4714,374,4,278
4718,375,7,317
4719,375,7,99
4721,375,7,433
4724,375,7,223
4728,375,7,3076
4733,375,7,2577
4739,375,7,2714
4746,376,7,2621
4747,376,7,319
4749,376,7,163
4752,376,7,118
4756,376,7,287
4761,376,7,3117
4767,376,7,498
4774,377,7,233
4775,377,7,175
4777,377,7,50
4780,377,7,466
4784,377,7,190
4789,377,7,26
4795,377,7,3152
4802,378,4,114
4803,378,4,195
4805,378,4,2477
4808,378,4,364
4812,379,5,3128
4813,379,5,2686
4815,379,5,495
4818,379,5,207
4822,379,5,484
4827,380,7,355
4828,380,7,461
4830,380,7,396
4833,380,7,83
4837,380,7,137
4842,380,7,395
4848,380,7,247
4855,381,7,240
4856,381,7,2765
4858,381,7,2788
4861,381,7,424
4865,381,7,342
4870,381,7,135
4876,381,7,283
4883,382,7,442
4884,382,7,129
4886,382,7,129
4889,382,7,67
4893,382,7,160
4898,382,7,113
4904,382,7,198
4911,383,5,194
4912,383,5,256
4914,383,5,43
4917,383,5,31
4921,383,5,3463
4926,384,7,2921
4927,384,7,120
4929,384,7,452
4932,384,7,336
4936,384,7,427
