,ID-Cliente,Nro Llamadas,ID-Llegada
223,101,3,3108
226,102,3,87
227,102,3,432
229,102,3,2948
232,104,1,360
233,105,2,214
234,105,2,2043
236,108,2,292
237,108,2,21
239,109,2,100
240,109,2,2873
242,110,1,80
243,111,3,137
244,111,3,133
246,111,3,138
249,112,2,470
250,112,2,2208
252,113,2,3203
253,113,2,482
255,114,3,18
256,114,3,342
258,114,3,3154
261,115,1,290
262,117,3,45
263,117,3,3151
265,117,3,46
268,119,3,2793
269,119,3,2471
271,119,3,378
274,120,2,238
275,120,2,186
277,121,1,281
278,122,1,438
279,123,3,3215
280,123,3,309
282,123,3,2417
285,124,1,297
286,125,2,398
287,125,2,288
289,126,3,129
290,126,3,127
292,126,3,147
295,127,3,422
296,127,3,423
298,127,3,100
301,128,2,324
302,128,2,301
304,129,2,110
305,129,2,113
307,130,3,174
308,130,3,103
310,130,3,164
313,131,2,305
314,131,2,154
316,133,3,120
317,133,3,202
319,133,3,343
322,135,2,374
323,135,2,2558
325,136,1,449
326,137,2,46
327,137,2,299
329,138,1,192
330,139,3,482
331,139,3,94
333,139,3,278
336,140,2,411
337,140,2,388
339,142,2,280
340,142,2,409
342,144,3,341
343,144,3,2773
345,144,3,2461
348,145,3,2439
349,145,3,179
351,145,3,384
354,147,3,257
355,147,3,2052
357,147,3,3176
360,148,2,297
361,148,2,422
363,150,7,110
364,150,7,284
366,150,7,73
369,150,7,100
373,150,7,104
378,150,7,48
384,150,7,18
391,151,4,335
392,151,4,282
394,151,4,458
397,151,4,168
401,152,7,424
402,152,7,65
404,152,7,225
407,152,7,48
411,152,7,41
416,152,7,349
422,152,7,2826
429,153,5,412
430,153,5,66
432,153,5,420
435,153,5,2960
439,153,5,400
444,154,7,2731
445,154,7,38
447,154,7,2979
450,154,7,3077
454,154,7,1
459,154,7,320
465,154,7,211
472,155,5,2081
473,155,5,205
475,155,5,2732
478,155,5,456
482,155,5,241
487,156,6,113
488,156,6,156
490,156,6,355
493,156,6,306
497,156,6,3061
502,156,6,436
508,157,4,428
509,157,4,360
511,157,4,2541
514,157,4,7
518,158,7,486
519,158,7,334
521,158,7,387
524,158,7,6
528,158,7,41
533,158,7,2641
539,158,7,7
546,159,4,350
547,159,4,2304
549,159,4,221
552,159,4,129
556,160,7,387
557,160,7,104
559,160,7,411
562,160,7,295
566,160,7,238
571,160,7,118
577,160,7,222
584,161,5,3444
585,161,5,413
587,161,5,314
590,161,5,2416
594,161,5,217
599,162,5,418
600,162,5,3348
602,162,5,2996
605,162,5,129
609,162,5,287
614,163,5,423
615,163,5,147
617,163,5,3398
620,163,5,268
624,163,5,3245
629,164,4,267
630,164,4,310
632,164,4,156
635,164,4,36
639,165,6,73
640,165,6,388
642,165,6,54
645,165,6,77
649,165,6,168
654,165,6,189
660,166,4,134
661,166,4,269
663,166,4,2617
666,166,4,130
670,167,6,316
671,167,6,3031
673,167,6,2705
676,167,6,324
680,167,6,289
685,167,6,16
691,168,6,298
692,168,6,55
694,168,6,154
697,168,6,2069
701,168,6,252
706,168,6,53
712,169,7,22
713,169,7,2926
715,169,7,273
718,169,7,199
722,169,7,364
727,169,7,154
733,169,7,229
740,170,6,258
741,170,6,77
743,170,6,473
746,170,6,492
750,170,6,169
755,170,6,93
761,171,6,351
762,171,6,261
764,171,6,231
767,171,6,497
771,171,6,2675
776,171,6,3406
782,172,7,39
783,172,7,3008
785,172,7,321
788,172,7,181
792,172,7,290
797,172,7,443
803,172,7,87
810,173,6,130
811,173,6,189
813,173,6,291
816,173,6,112
820,173,6,21
825,173,6,2146
831,174,4,89
832,174,4,2814
834,174,4,323
837,174,4,393
841,175,6,365
842,175,6,98
844,175,6,3162
847,175,6,305
851,175,6,219
856,175,6,3195
862,176,7,469
863,176,7,397
865,176,7,198
868,176,7,183
872,176,7,443
877,176,7,129
883,176,7,465
890,177,4,3194
891,177,4,207
893,177,4,472
896,177,4,471
900,178,5,126
901,178,5,385
903,178,5,446
906,178,5,217
910,178,5,2825
915,179,4,147
916,179,4,75
918,179,4,42
921,179,4,26
925,180,7,2
926,180,7,348
928,180,7,3407
931,180,7,2427
935,180,7,493
940,180,7,177
946,180,7,102
953,181,7,2959
954,181,7,496
956,181,7,376
959,181,7,477
963,181,7,191
968,181,7,41
974,181,7,145
981,182,7,488
982,182,7,330
984,182,7,452
987,182,7,252
991,182,7,198
996,182,7,2151
1002,182,7,390
1009,183,4,146
1010,183,4,343
1012,183,4,265
1015,183,4,472
1019,184,5,3165
1020,184,5,2854
1022,184,5,214
1025,184,5,5
1029,184,5,2297
1034,185,7,437
1035,185,7,418
1037,185,7,2293
1040,185,7,98
1044,185,7,345
1049,185,7,237
1055,185,7,107
1062,186,7,137
1063,186,7,185
1065,186,7,139
1068,186,7,390
1072,186,7,9
1077,186,7,184
1083,186,7,412
1090,187,5,2433
1091,187,5,193
1093,187,5,261
1096,187,5,483
1100,187,5,2976
1105,188,6,76
1106,188,6,244
1108,188,6,61
1111,188,6,298
1115,188,6,173
1120,188,6,3246
1126,189,6,122
1127,189,6,238
1129,189,6,262
1132,189,6,95
1136,189,6,299
1141,189,6,269
1147,190,4,2668
1148,190,4,80
1150,190,4,370
1153,190,4,323
1157,191,6,272
1158,191,6,115
1160,191,6,3315
1163,191,6,108
1167,191,6,359
1172,191,6,137
1178,192,6,118
1179,192,6,3177
1181,192,6,199
1184,192,6,418
1188,192,6,459
1193,192,6,450
1199,193,7,179
1200,193,7,159
1202,193,7,2509
1205,193,7,305
1209,193,7,474
1214,193,7,2647
1220,193,7,129
1227,194,6,2159
1228,194,6,269
1230,194,6,243
1233,194,6,423
1237,194,6,403
1242,194,6,122
1248,195,4,452
1249,195,4,449
1251,195,4,2880
1254,195,4,410
1258,196,7,5
1259,196,7,2400
1261,196,7,495
1264,196,7,3278
1268,196,7,370
1273,196,7,10
1279,196,7,61
1286,197,6,433
1287,197,6,77
1289,197,6,342
1292,197,6,330
1296,197,6,275
1301,197,6,3037
1307,198,6,226
1308,198,6,3133
1310,198,6,2183
1313,198,6,369
1317,198,6,122
1322,198,6,393
1328,199,6,242
1329,199,6,342
1331,199,6,280
1334,199,6,2354
1338,199,6,238
1343,199,6,386
1349,200,6,12
1350,200,6,263
1352,200,6,263
1355,200,6,2489
1359,200,6,232
1364,200,6,187
1370,201,6,3090
1371,201,6,350
1373,201,6,62
1376,201,6,316
1380,201,6,484
1385,201,6,285
1391,202,5,2661
1392,202,5,138
1394,202,5,313
1397,202,5,73
1401,202,5,2404
1406,203,5,197
1407,203,5,6
1409,203,5,129
1412,203,5,3227
1416,203,5,457
1421,204,6,193
1422,204,6,356
1424,204,6,318
1427,204,6,3091
1431,204,6,3136
1436,204,6,217
1442,205,4,145
1443,205,4,2
1445,205,4,355
1448,205,4,6
1452,206,4,2969
1453,206,4,3485
1455,206,4,202
1458,206,4,247
1462,207,6,2816
1463,207,6,2900
1465,207,6,113
1468,207,6,211
1472,207,6,2193
1477,207,6,3103
1483,208,6,181
1484,208,6,402
1486,208,6,138
1489,208,6,288
1493,208,6,364
1498,208,6,321
1504,209,7,2079
1505,209,7,429
1507,209,7,3
1510,209,7,432
1514,209,7,2234
1519,209,7,297
1525,209,7,420
1532,210,6,487
1533,210,6,185
1535,210,6,469
1538,210,6,266
1542,210,6,121
1547,210,6,109
1553,211,7,2416
1554,211,7,262
1556,211,7,205
1559,211,7,218
1563,211,7,1
1568,211,7,3113
1574,211,7,2338
1581,212,5,440
1582,212,5,324
1584,212,5,116
1587,212,5,6
1591,212,5,211
1596,213,5,89
1597,213,5,120
1599,213,5,11
1602,213,5,48
1606,213,5,87
1611,214,6,2950
1612,214,6,45
1614,214,6,2965
1617,214,6,263
1621,214,6,11
1626,214,6,3282
1632,215,5,314
1633,215,5,268
1635,215,5,377
1638,215,5,207
1642,215,5,86
1647,216,7,2110
1648,216,7,155
1650,216,7,119
1653,216,7,44
1657,216,7,2696
1662,216,7,2822
1668,216,7,2492
1675,217,4,279
1676,217,4,462
1678,217,4,3368
1681,217,4,2841
1685,218,5,436
1686,218,5,405
1688,218,5,2401
1691,218,5,315
1695,218,5,2582
1700,219,5,462
1701,219,5,2613
1703,219,5,322
1706,219,5,137
1710,219,5,479
1715,220,6,144
1716,220,6,49
1718,220,6,486
1721,220,6,181
1725,220,6,462
1730,220,6,414
1736,221,6,143
1737,221,6,440
1739,221,6,451
1742,221,6,180
1746,221,6,2069
1751,221,6,372
1757,222,6,3082
1758,222,6,294
1760,222,6,496
1763,222,6,2043
1767,222,6,304
1772,222,6,154
1778,223,5,355
1779,223,5,3292
1781,223,5,123
1784,223,5,48
1788,223,5,184
1793,224,7,34
1794,224,7,423
1796,224,7,2141
1799,224,7,3269
1803,224,7,22
1808,224,7,462
1814,224,7,299
1821,225,7,2235
1822,225,7,3035
1824,225,7,199
1827,225,7,52
1831,225,7,359
1836,225,7,83
1842,225,7,229
1849,226,5,322
1850,226,5,72
1852,226,5,333
1855,226,5,3032
1859,226,5,2714
1864,227,4,270
1865,227,4,2941
1867,227,4,339
1870,227,4,2728
1874,228,7,180
1875,228,7,323
1877,228,7,171
1880,228,7,364
1884,228,7,340
1889,228,7,473
1895,228,7,186
1902,229,7,153
1903,229,7,29
1905,229,7,319
1908,229,7,416
1912,229,7,2925
1917,229,7,3380
1923,229,7,107
1930,230,7,3
1931,230,7,50
1933,230,7,40
1936,230,7,2354
1940,230,7,177
1945,230,7,19
1951,230,7,199
1958,231,6,343
1959,231,6,198
1961,231,6,364
1964,231,6,288
1968,231,6,423
1973,231,6,268
1979,232,6,183
1980,232,6,48
1982,232,6,2048
1985,232,6,341
1989,232,6,109
1994,232,6,207
2000,233,7,12
2001,233,7,2938
2003,233,7,439
2006,233,7,3376
2010,233,7,205
2015,233,7,14
2021,233,7,445
2028,234,5,364
2029,234,5,2576
2031,234,5,271
2034,234,5,74
2038,234,5,212
2043,235,7,278
2044,235,7,248
2046,235,7,487
2049,235,7,248
2053,235,7,3283
2058,235,7,242
2064,235,7,242
2071,236,4,1
2072,236,4,3419
2074,236,4,437
2077,236,4,185
2081,237,6,114
2082,237,6,260
2084,237,6,2337
2087,237,6,4
2091,237,6,249
2096,237,6,341
2102,238,5,196
2103,238,5,320
2105,238,5,3048
2108,238,5,2156
2112,238,5,3446
2117,239,5,158
2118,239,5,171
2120,239,5,147
2123,239,5,28
2127,239,5,218
2132,240,6,30
2133,240,6,405
2135,240,6,338
2138,240,6,428
2142,240,6,323
2147,240,6,39
2153,241,7,2598
2154,241,7,420
2156,241,7,464
2159,241,7,415
2163,241,7,156
2168,241,7,240
2174,241,7,397
2181,242,6,2331
2182,242,6,3269
2184,242,6,91
2187,242,6,174
2191,242,6,303
2196,242,6,357
2202,243,5,92
2203,243,5,195
2205,243,5,370
2208,243,5,355
2212,243,5,207
2217,244,4,486
2218,244,4,2606
2220,244,4,2055
2223,244,4,21
2227,245,5,122
2228,245,5,156
2230,245,5,397
2233,245,5,2415
2237,245,5,374
2242,246,4,223
2243,246,4,152
2245,246,4,17
2248,246,4,359
2252,247,6,279
2253,247,6,3275
2255,247,6,150
2258,247,6,3139
2262,247,6,3452
2267,247,6,2030
2273,248,7,3142
2274,248,7,3007
2276,248,7,2266
2279,248,7,2540
2283,248,7,359
2288,248,7,361
2294,248,7,224
2301,249,5,290
2302,249,5,414
2304,249,5,482
2307,249,5,2586
2311,249,5,425
2316,250,6,262
2317,250,6,352
2319,250,6,2
2322,250,6,441
2326,250,6,207
2331,250,6,384
2337,251,5,462
2338,251,5,76
2340,251,5,71
2343,251,5,171
2347,251,5,144
2352,252,5,269
2353,252,5,236
2355,252,5,499
2358,252,5,234
2362,252,5,16
2367,253,5,149
2368,253,5,2282
2370,253,5,162
2373,253,5,2640
2377,253,5,361
2382,254,4,262
2383,254,4,469
2385,254,4,2911
2388,254,4,307
2392,255,6,51
2393,255,6,342
2395,255,6,2464
2398,255,6,3048
2402,255,6,149
2407,255,6,2646
2413,256,7,274
2414,256,7,120
2416,256,7,324
2419,256,7,3024
2423,256,7,10
2428,256,7,312
2434,256,7,168
2441,257,7,234
2442,257,7,354
2444,257,7,444
2447,257,7,484
2451,257,7,257
2456,257,7,5
2462,257,7,185
2469,258,7,188
2470,258,7,489
2472,258,7,329
2475,258,7,149
2479,258,7,3307
2484,258,7,317
2490,258,7,447
2497,259,4,3167
2498,259,4,3158
2500,259,4,14
2503,259,4,2901
2507,260,6,364
2508,260,6,436
2510,260,6,2376
2513,260,6,301
2517,260,6,3167
2522,260,6,474
2528,261,7,156
2529,261,7,369
2531,261,7,2330
2534,261,7,478
2538,261,7,64
2543,261,7,124
2549,261,7,276
2556,262,6,454
2557,262,6,2397
2559,262,6,2626
2562,262,6,2393
2566,262,6,245
2571,262,6,302
2577,263,4,366
2578,263,4,199
2580,263,4,3056
2583,263,4,460
2587,264,6,237
2588,264,6,242
2590,264,6,347
2593,264,6,321
2597,264,6,173
2602,264,6,3435
2608,265,5,161
2609,265,5,263
2611,265,5,2043
2614,265,5,134
2618,265,5,120
2623,266,7,270
2624,266,7,148
2626,266,7,129
2629,266,7,3131
2633,266,7,189
2638,266,7,48
2644,266,7,63
2651,267,5,181
2652,267,5,439
2654,267,5,135
2657,267,5,323
2661,267,5,326
2666,268,4,187
2667,268,4,9
2669,268,4,101
2672,268,4,233
2676,269,6,305
2677,269,6,2899
2679,269,6,349
2682,269,6,437
2686,269,6,300
2691,269,6,3168
2697,270,6,112
2698,270,6,378
2700,270,6,130
2703,270,6,2846
2707,270,6,212
2712,270,6,272
2718,271,4,5
2719,271,4,88
2721,271,4,85
2724,271,4,267
2728,272,7,2777
2729,272,7,450
2731,272,7,3142
2734,272,7,47
2738,272,7,13
2743,272,7,282
2749,272,7,26
2756,273,7,3458
2757,273,7,383
2759,273,7,366
2762,273,7,3012
2766,273,7,83
2771,273,7,69
2777,273,7,432
2784,274,6,327
2785,274,6,96
2787,274,6,359
2790,274,6,147
2794,274,6,436
2799,274,6,47
2805,275,4,2782
2806,275,4,223
2808,275,4,141
2811,275,4,204
2815,276,4,20
2816,276,4,349
2818,276,4,439
2821,276,4,342
2825,277,4,2869
2826,277,4,403
2828,277,4,124
2831,277,4,2550
2835,278,4,200
2836,278,4,202
2838,278,4,424
2841,278,4,437
2845,279,4,162
2846,279,4,122
2848,279,4,421
2851,279,4,3181
2855,280,5,488
2856,280,5,335
2858,280,5,343
2861,280,5,464
2865,280,5,390
2870,281,5,2062
2871,281,5,2898
2873,281,5,172
2876,281,5,478
2880,281,5,3140
2885,282,4,2974
2886,282,4,11
2888,282,4,166
2891,282,4,426
2895,283,5,2362
2896,283,5,331
2898,283,5,457
2901,283,5,2097
2905,283,5,371
2910,284,7,95
2911,284,7,358
2913,284,7,245
2916,284,7,42
2920,284,7,2706
2925,284,7,490
2931,284,7,76
2938,285,6,369
2939,285,6,280
2941,285,6,427
2944,285,6,315
2948,285,6,189
2953,285,6,2560
2959,286,5,429
2960,286,5,85
2962,286,5,91
2965,286,5,270
2969,286,5,173
2974,287,6,34
2975,287,6,287
2977,287,6,400
2980,287,6,160
2984,287,6,194
2989,287,6,378
2995,288,6,208
2996,288,6,240
2998,288,6,23
3001,288,6,94
3005,288,6,339
3010,288,6,310
3016,289,4,259
3017,289,4,471
3019,289,4,153
3022,289,4,3
3026,290,5,363
3027,290,5,3214
3029,290,5,2724
3032,290,5,2169
3036,290,5,443
3041,291,7,217
3042,291,7,226
3044,291,7,2130
3047,291,7,2580
3051,291,7,2728
3056,291,7,349
3062,291,7,71
3069,292,7,281
3070,292,7,2218
3072,292,7,382
3075,292,7,182
3079,292,7,138
3084,292,7,3174
3090,292,7,376
3097,293,7,297
3098,293,7,317
3100,293,7,158
3103,293,7,470
3107,293,7,141
3112,293,7,424
3118,293,7,2421
3125,294,7,22
3126,294,7,102
3128,294,7,264
3131,294,7,68
3135,294,7,62
3140,294,7,2000
3146,294,7,436
3153,295,7,448
3154,295,7,288
3156,295,7,2319
3159,295,7,275
3163,295,7,100
3168,295,7,349
3174,295,7,111
3181,296,5,452
3182,296,5,3215
3184,296,5,41
3187,296,5,94
3191,296,5,275
3196,297,7,130
3197,297,7,62
3199,297,7,103
3202,297,7,39
3206,297,7,2277
3211,297,7,492
3217,297,7,2751
3224,298,7,2030
3225,298,7,118
3227,298,7,2393
3230,298,7,33
3234,298,7,3480
3239,298,7,463
3245,298,7,403
3252,299,6,468
3253,299,6,251
3255,299,6,492
3258,299,6,92
3262,299,6,2755
3267,299,6,3142
3273,300,6,324
3274,300,6,133
3276,300,6,214
3279,300,6,229
3283,300,6,174
3288,300,6,214
3294,301,5,417
3295,301,5,21
3297,301,5,212
3300,301,5,135
3304,301,5,399
3309,302,7,251
3310,302,7,72
3312,302,7,160
3315,302,7,210
3319,302,7,94
3324,302,7,234
3330,302,7,2890
3337,303,6,2791
3338,303,6,24
3340,303,6,25
3343,303,6,2809
3347,303,6,306
3352,303,6,339
3358,304,5,420
3359,304,5,71
3361,304,5,402
3364,304,5,3301
3368,304,5,135
3373,305,7,2621
3374,305,7,35
3376,305,7,119
3379,305,7,9
3383,305,7,131
3388,305,7,2978
3394,305,7,239
3401,306,4,2418
3402,306,4,390
3404,306,4,192
3407,306,4,101
3411,307,6,191
3412,307,6,190
3414,307,6,2881
3417,307,6,402
3421,307,6,212
3426,307,6,1
3432,308,5,3387
3433,308,5,2919
3435,308,5,213
3438,308,5,351
3442,308,5,2033
3447,309,4,417
3448,309,4,2741
3450,309,4,376
3453,309,4,166
3457,310,4,46
3458,310,4,424
3460,310,4,330
3463,310,4,416
3467,311,6,163
3468,311,6,2082
3470,311,6,2965
3473,311,6,53
3477,311,6,476
3482,311,6,271
3488,312,7,452
3489,312,7,182
3491,312,7,2812
3494,312,7,2186
3498,312,7,3084
3503,312,7,247
3509,312,7,2202
3516,313,5,314
3517,313,5,25
3519,313,5,236
3522,313,5,134
3526,313,5,80
3531,314,4,188
3532,314,4,3242
3534,314,4,235
3537,314,4,285
3541,315,7,282
3542,315,7,2945
3544,315,7,66
3547,315,7,3024
3551,315,7,170
3556,315,7,3063
3562,315,7,443
3569,316,4,37
3570,316,4,100
3572,316,4,140
3575,316,4,2447
3579,317,5,37
3580,317,5,213
3582,317,5,2746
3585,317,5,105
3589,317,5,376
3594,318,7,489
3595,318,7,329
3597,318,7,138
3600,318,7,485
3604,318,7,94
3609,318,7,58
3615,318,7,2040
3622,319,5,2416
3623,319,5,170
3625,319,5,6
3628,319,5,29
3632,319,5,61
3637,320,5,168
3638,320,5,142
3640,320,5,239
3643,320,5,392
3647,320,5,321
3652,321,4,323
3653,321,4,269
3655,321,4,3222
3658,321,4,347
3662,322,5,333
3663,322,5,3016
3665,322,5,2726
3668,322,5,323
3672,322,5,153
3677,323,4,137
3678,323,4,18
3680,323,4,175
3683,323,4,15
3687,324,4,12
3688,324,4,280
3690,324,4,196
3693,324,4,22
3697,325,5,329
3698,325,5,140
3700,325,5,3099
3703,325,5,359
3707,325,5,58
3712,326,4,3179
3713,326,4,3210
3715,326,4,417
3718,326,4,44
3722,327,5,56
3723,327,5,223
3725,327,5,168
3728,327,5,272
3732,327,5,155
3737,328,6,3005
3738,328,6,151
3740,328,6,3371
3743,328,6,493
3747,328,6,2640
3752,328,6,334
3758,329,7,302
3759,329,7,240
3761,329,7,453
3764,329,7,325
3768,329,7,2874
3773,329,7,230
3779,329,7,163
3786,330,4,40
3787,330,4,5
3789,330,4,2143
3792,330,4,2248
3796,331,7,307
3797,331,7,155
3799,331,7,2630
3802,331,7,389
3806,331,7,471
3811,331,7,3181
3817,331,7,298
3824,332,5,498
3825,332,5,2650
3827,332,5,281
3830,332,5,2290
3834,332,5,105
3839,333,6,80
3840,333,6,470
3842,333,6,476
3845,333,6,267
3849,333,6,39
3854,333,6,3
3860,334,5,189
3861,334,5,2105
3863,334,5,115
3866,334,5,334
3870,334,5,452
3875,335,4,3432
3876,335,4,494
3878,335,4,125
3881,335,4,2649
3885,336,6,356
3886,336,6,242
3888,336,6,326
3891,336,6,154
3895,336,6,230
3900,336,6,3116
3906,337,6,127
3907,337,6,45
3909,337,6,447
3912,337,6,434
3916,337,6,152
3921,337,6,415
3927,338,6,390
3928,338,6,145
3930,338,6,112
3933,338,6,120
3937,338,6,226
3942,338,6,278
3948,339,4,335
3949,339,4,430
3951,339,4,335
3954,339,4,118
3958,340,7,389
3959,340,7,321
3961,340,7,32
3964,340,7,2095
3968,340,7,2093
3973,340,7,412
3979,340,7,75
3986,341,7,266
3987,341,7,384
3989,341,7,388
3992,341,7,411
3996,341,7,283
4001,341,7,148
4007,341,7,2137
4014,342,4,407
4015,342,4,473
4017,342,4,159
4020,342,4,410
4024,343,7,292
4025,343,7,487
4027,343,7,211
4030,343,7,237
4034,343,7,360
4039,343,7,11
4045,343,7,305
4052,344,7,205
4053,344,7,181
4055,344,7,42
4058,344,7,389
4062,344,7,181
4067,344,7,132
4073,344,7,239
4080,345,6,460
4081,345,6,149
4083,345,6,2142
4086,345,6,2568
4090,345,6,2606
4095,345,6,264
4101,346,5,464
4102,346,5,179
4104,346,5,139
4107,346,5,320
4111,346,5,239
4116,347,6,2841
4117,347,6,447
4119,347,6,12
4122,347,6,398
4126,347,6,108
4131,347,6,2072
4137,348,6,67
4138,348,6,2364
4140,348,6,347
4143,348,6,59
4147,348,6,300
4152,348,6,2379
4158,349,4,475
4159,349,4,2750
4161,349,4,219
4164,349,4,158
4168,350,7,135
4169,350,7,267
4171,350,7,261
4174,350,7,2310
4178,350,7,3430
4183,350,7,17
4189,350,7,2216
4196,351,7,299
4197,351,7,2772
4199,351,7,2175
4202,351,7,73
4206,351,7,2602
4211,351,7,2897
4217,351,7,226
4224,352,5,158
4225,352,5,491
4227,352,5,160
4230,352,5,462
4234,352,5,494
4239,353,6,349
4240,353,6,370
4242,353,6,143
4245,353,6,57
4249,353,6,2959
4254,353,6,360
4260,354,7,293
4261,354,7,350
4263,354,7,258
4266,354,7,2160
4270,354,7,301
4275,354,7,319
4281,354,7,334
4288,355,7,2996
4289,355,7,3461
4291,355,7,2348
4294,355,7,119
4298,355,7,352
4303,355,7,199
4309,355,7,2618
4316,356,6,2606
4317,356,6,106
4319,356,6,463
4322,356,6,3280
4326,356,6,274
4331,356,6,377
4337,357,5,45
4338,357,5,2026
4340,357,5,464
4343,357,5,2487
4347,357,5,271
4352,358,4,359
4353,358,4,52
4355,358,4,2031
4358,358,4,62
4362,359,7,316
4363,359,7,473
4365,359,7,259
4368,359,7,150
4372,359,7,464
4377,359,7,378
4383,359,7,119
4390,360,4,109
4391,360,4,426
4393,360,4,114
4396,360,4,265
4400,361,4,104
4401,361,4,320
4403,361,4,106
4406,361,4,25
4410,362,6,446
4411,362,6,288
4413,362,6,51
4416,362,6,198
4420,362,6,77
4425,362,6,253
4431,363,4,190
4432,363,4,2391
4434,363,4,2711
4437,363,4,115
4441,364,6,313
4442,364,6,138
4444,364,6,2448
4447,364,6,231
4451,364,6,302
4456,364,6,441
4462,365,7,348
4463,365,7,324
4465,365,7,115
4468,365,7,385
4472,365,7,411
4477,365,7,285
4483,365,7,3487
4490,366,5,415
4491,366,5,11
4493,366,5,28
4496,366,5,3015
4500,366,5,49
4505,367,7,116
4506,367,7,15
4508,367,7,204
4511,367,7,68
4515,367,7,304
4520,367,7,2409
4526,367,7,2202
4533,368,7,298
4534,368,7,7
4536,368,7,3091
4539,368,7,441
4543,368,7,2338
4548,368,7,2379
4554,368,7,284
4561,369,5,365
4562,369,5,472
4564,369,5,2648
4567,369,5,147
4571,369,5,2271
4576,370,6,2255
4577,370,6,456
4579,370,6,248
4582,370,6,2289
4586,370,6,335
4591,370,6,160
4597,371,7,417
4598,371,7,3282
4600,371,7,3283
4603,371,7,492
4607,371,7,97
4612,371,7,3032
4618,371,7,2343
4625,372,6,284
4626,372,6,73
4628,372,6,284
4631,372,6,3416
4635,372,6,322
4640,372,6,2199
4646,373,6,73
4647,373,6,191
4649,373,6,304
4652,373,6,289
4656,373,6,397
4661,373,6,170
4667,374,4,139
4668,374,4,460
4670,374,4,417
4673,374,4,36
4677,375,7,220
4678,375,7,3376
4680,375,7,17
4683,375,7,64
4687,375,7,155
4692,375,7,40
4698,375,7,367
4705,376,7,255
4706,376,7,350
4708,376,7,413
4711,376,7,461
4715,376,7,488
4720,376,7,409
4726,376,7,363
4733,377,7,80
4734,377,7,209
4736,377,7,304
4739,377,7,138
4743,377,7,295
4748,377,7,208
4754,377,7,456
4761,378,4,115
4762,378,4,294
4764,378,4,281
4767,378,4,2990
4771,379,5,152
4772,379,5,337
4774,379,5,413
4777,379,5,477
4781,379,5,68
4786,380,7,114
4787,380,7,3369
4789,380,7,2340
4792,380,7,227
4796,380,7,405
4801,380,7,284
4807,380,7,2124
4814,381,7,3118
4815,381,7,217
4817,381,7,3262
4820,381,7,184
4824,381,7,200
4829,381,7,195
4835,381,7,316
4842,382,7,295
4843,382,7,35
4845,382,7,192
4848,382,7,222
4852,382,7,222
4857,382,7,259
4863,382,7,235
4870,383,5,90
4871,383,5,3436
4873,383,5,2625
4876,383,5,470
4880,383,5,138
4885,384,7,194
4886,384,7,19
4888,384,7,408
4891,384,7,2811
4895,384,7,102
4900,384,7,107
4906,384,7,495
4913,385,4,398
4914,385,4,379
4916,385,4,317
4919,385,4,313
4923,386,4,201
4924,386,4,306
4926,386,4,371
4929,386,4,392
4933,387,4,300
4934,387,4,292
4936,387,4,2864
4939,387,4,3478
4943,388,7,55
4944,388,7,430
4946,388,7,450
4949,388,7,215
4953,388,7,200
4958,388,7,376
4964,388,7,191
